"SimpleArea","ClaimantProgramCode","PlatformPortfolio","ProductOrServiceCode","ProductOrServiceCodeText","ProductServiceOrRnDarea","SubCustomer.engines","Contracting_Agency_ID","ContractingOfficeID","fundingrequestingagencyid","fundingrequestingofficeid","ProjectID","Project.Name","Action_Obligation_OMB23_GDP21"
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4A6","97AS","SPM4A6",NA,NA,541217.280858629
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4A7","","",NA,NA,0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4A7","97AS","SPM4A1",NA,NA,5518799.13703464
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4A7","97AS","SPM4A7",NA,NA,11843535.1513763
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4AE","97AS","SPM4AE",NA,NA,78121.5614417544
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4AK","","",NA,NA,0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4AK","97AS","SPM4AK",NA,NA,2382597.63103267
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4AX","97AS","SPM4A1",NA,NA,0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4AX","97AS","SPM4AX",NA,NA,6212.71093423679
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM4M1","","",NA,NA,0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM740","97AS","SPM4A5",NA,NA,19080.3780959803
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPM740","97AS","SPM740",NA,NA,9015.78564104716
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPMTA6","97AS","SPM4A1",NA,NA,11113.4662000693
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPMTA6","97AS","SPMTA6",NA,NA,81625.3714816457
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRPA1","1700","N00383",624,"V22",156546.069658791
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRPA1","1700","N00383",1339,"BLACK HAWK UPGRADE (UH-60",1785525.49161831
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRPA1","1700","N00383",1358,"E-2C ADVANCED HAWKEYE",634805.145203866
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRPA1","1700","N00383",NA,NA,5760726.3982623
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRPA1","1700","N65916",NA,NA,1065184.02584995
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRPA1","97AS","SPRPA1",84,"MH-60R",1304380.7414066
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",15,"CH-47D",1566303.74558276
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",52,"BLACK HAWK (UH-60A/L)",4179201.00152974
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",54,"APACHE (AH-64A)",5645222.675899
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",70,"KIOWA WARRIOR",8831.87760154558
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",1339,"BLACK HAWK UPGRADE (UH-60",9040335.20356019
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",2040,"AH-64E New Build",905571.999664938
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",2198,"CH-47F BLOCK II",300820.794463827
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58H0Z",NA,NA,2661848.12719912
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58RGZ",54,"APACHE (AH-64A)",0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","2100","W58RGZ",NA,NA,0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRRA1","97AS","SPRRA1",NA,NA,0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","1700","N00383",NA,NA,24674.2263413732
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","F3YCAB",4,"E-3A",464504.583279837
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","F3YCAB",77,"KC-135R",16625.9189507375
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","F3YCAB",1868,"B-52 OAS/CMI MODS",813009.829069419
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","F3YCAB",NA,NA,5797253.82127714
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","F3YTBK",24,"F-16",540158.763120838
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","F3YTBK",NA,NA,5174862.82206454
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","FD2030",24,"F-16",16804.3371943375
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","FD2030",702,"C-130 AMP",14951.9515780373
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","FD2030",1827,"C-130H",204013.473759752
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","FD2030",1868,"B-52 OAS/CMI MODS",34662.0000060658
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","5700","FD2030",NA,NA,424511.150369606
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97AS","SPRTA1","97AS","SPRTA1",1868,"B-52 OAS/CMI MODS",3427.8378261735
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97ZS","H92241","","",NA,NA,0
"Products","A1B","Aircraft","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","Aircraft","DLA and Other DoD","97ZS","H92241","97ZS","H92241",NA,NA,38052325.74547
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58H0Z",15,"CH-47D",0
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58RGZ",15,"CH-47D",231200.11150376
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","Navy","1700","JA10B","1700","N00383",NA,NA,37706.1258968867
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","9763","S3605A","97AS","SPE7MX",NA,NA,0
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","0700","97AS","",NA,NA,431032.033582261
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE4A1","97AS","SPE4A1",NA,NA,14252.9594097174
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE4A2","97AS","SPE4A2",NA,NA,149054.610520795
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE4A4","97AS","SPE4A4",NA,NA,19.5242835394024
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE4A5","97AS","SPE4A5",NA,NA,1247349.93808102
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE4A7","97AS","SPE4A7",NA,NA,39552.1217593683
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE7L1","97AS","SPE7L1",NA,NA,1400361.62389812
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE7LX","97AS","SPE7LX",NA,NA,2061806.42924273
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE7M1","97AS","SPE7M1",NA,NA,7198.8237606382
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE7MC","97AS","SPE7MC",NA,NA,567798.077153424
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE7MX","97AS","SPE7MX",NA,NA,86667.2557778956
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPM7M2","97AS","SPM7M1",NA,NA,6307.64297841771
"Products","A1B","Aircraft","1710","AIRCRAFT LANDING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPM7M2","97AS","SPM7M2",NA,NA,193850.445619578
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","Army","2100","AH23","2100","",99,"CH-47 CHINOOK",-178191.992511215
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","Navy","1700","A8050","1700","",NA,NA,332406.746185171
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","Navy","1700","JA10B","1700","N00383",NA,NA,47634.0797560226
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","Navy","1700","M00681","1700","R09808",NA,NA,7902.38542774865
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","Navy","1700","N68335","1700","A8050",NA,NA,0
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","Navy","1700","N68335","1700","N68335",NA,NA,148331.922777853
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","0700","97AS","",NA,NA,119225.130015347
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE7M1","97AS","SPE7M1",NA,NA,0
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPE7MC","97AS","SPE7MC",NA,NA,27101.6067359724
"Products","A1B","Aircraft","1720","AIRCRAFT LAUNCHING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SPM7M2","97AS","SPM7M2",NA,NA,37360.5639569473
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","AH23","2100","",99,"CH-47 CHINOOK",383812.540180424
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","AH23","2100","",111,"UH-60 BLACKHAWK UTTAS",74752.1039585436
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","AH23","2100","",136,"T-700",284674.81837338
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","AH23","2100","",1898,"OH-58 KIOWA (AHIP)",123356.935806397
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","AH23","2100","",NA,NA,648951.396514582
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","BK15","2100","W45CMJ",NA,NA,50942.7666405765
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","BK17","2100","",NA,NA,-2689.34251116192
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","HA06","2100","",NA,NA,17909.8462384252
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","HA26","2100","",NA,NA,286557.539814802
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","","",NA,NA,0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","",683,"CH-47F",109081.87515156
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","",NA,NA,1611919.78418178
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58H0Z",15,"CH-47D",72436.6920430828
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58H0Z",683,"CH-47F",9508.33925561975
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58RGZ",52,"BLACK HAWK (UH-60A/L)",93903.7308831781
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58RGZ",54,"APACHE (AH-64A)",48506.5075748931
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58RGZ",70,"KIOWA WARRIOR",136294.793200013
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58RGZ",683,"CH-47F",1354870.37701232
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W58RGZ","2100","W58RGZ",NA,NA,2992906.59879866
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W911S2","2100","W911S2",NA,NA,8940.11329556606
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W911SF","2100","",NA,NA,16408.4107363983
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W91242","2100","W91242",NA,NA,13594.3700135143
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W91248","2100","W91248",683,"CH-47F",32081.8495832132
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W9124M","2100","W9124M",NA,NA,38459.3553092276
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W9124X","2100","",NA,NA,355915.680314867
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W9124X","2100","W9124X",NA,NA,138348.421930268
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W912L9","2100","W91WU7",NA,NA,122438.143581339
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W912PG","2100","WK4EY4",NA,NA,46553.7709851846
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Army","2100","W91364","5700","FA6355",NA,NA,15698.3695714852
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","A8050","","",NA,NA,0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","A8050","1700","",624,"V22",285618.844083266
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","A8050","1700","",1818,"AV-8B REMANUFACTURE",113104.420213001
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","A8050","1700","",1903,"SH-60 SEAHAWK",114771.373011473
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","A8050","1700","",NA,NA,2025702.0665535
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","C2836","1700","",NA,NA,29623.3505843244
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","JA102","1700","",746,"F-18 HORNET",48082.687572223
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","JA102","1700","",811,"F404-GE-400 OR 402",141597.893762701
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","JA102","1700","N00383",746,"F-18 HORNET",58814.5022592891
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","JA10B","1700","",707,"A-6 INTRUDER",70283.2463713438
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","JA10B","1700","N00383",732,"E-2 HAWKEYE",0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","JA113","1700","N00104",NA,NA,136232.320003355
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","M00264","1700","M30400",NA,NA,3999.03665195526
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","MA40A","1700","N00213",NA,NA,379224.668006075
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","N00383","1700","N00383",NA,NA,70942.1003143612
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","N68335","1700","N68335",624,"V22",37412.1812839658
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","N68335","1700","N68335",NA,NA,3219255.56677855
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Navy","1700","WA40D","1700","N00019",NA,NA,0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA4427","5700","FA4427",NA,NA,298228.685029449
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA4661","5700","F1R2MX",NA,NA,6685.2258666177
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8100","5700","F3YCHC",NA,NA,18060.8314056206
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8121","5700","F3YCBL",NA,NA,447714.652008017
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8121","5700","FD2030",NA,NA,0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8232","5700","F2DCBF",NA,NA,4596554.61041472
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8509","5700","FA8509",NA,NA,1154063.78799015
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8518","5700","F3QCDK",NA,NA,101583.579970377
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8518","5700","F4FDBV",NA,NA,59895.9360104818
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8518","5700","FA8518",NA,NA,12401.0881815127
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8519","5700","FA8519",NA,NA,35781.0293020954
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8526","5700","F4FDAM",NA,NA,104942.972132971
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8528","5700","FA8528",NA,NA,8608.42755228225
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8532","5700","F3QCDA",NA,NA,61280.4736489654
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8532","5700","F3QCDK",NA,NA,4338383.57547649
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8532","5700","FA8519",NA,NA,9586.8347088527
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8532","5700","FA8532",NA,NA,673418.955603864
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8533","5700","F3QCDK",NA,NA,159111.76458786
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8534","5700","F3QCAR",NA,NA,0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8534","5700","F3QCDA",NA,NA,0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8534","5700","FA8534",NA,NA,154970.983294272
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","FA8620","5700","F4FDAG",NA,NA,10724341.2099623
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","GC20","5700","",1894,"F-16 FALCON",265896.953090496
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","GD30","5700","",1505,"F-101",-221936.413935338
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","GF40","5700","",1507,"F-100 Engine",497293.936677556
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","Air Force","5700","GU04","5700","",NA,NA,564749.670219262
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","DLA and Other DoD","9763","S2500A","5700","FA8532",NA,NA,-54113.0940722157
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","0400","","",NA,NA,0
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","0400","97AS","",1892,"F-15 EAGLE",50795.4792180296
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","0400","97AS","",NA,NA,804616.113027717
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","0490","97AS","",NA,NA,759716.405457008
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SP0400","97AS","SP0400",NA,NA,423793.846186025
"Products","A1B","Aircraft","1730","AIRCRAFT GROUND SERVICING EQUIPMENT","Aircraft","DLA and Other DoD","97AS","SP0405","97AS","SP0405",NA,NA,220825.710996926
