"ColorOfMoney","fundingrequestingagencyid","fundingrequestingofficeid","FundingMajorCommandCode","Action_Obligation_OMB23_GDP21"
"RDT&E","2100","W905J1",NA,145322.477875938
"RDT&E","2100","W90BWX",NA,1134153.9468724
"RDT&E","2100","W911W6","AMC",10969993.130717
"RDT&E","2100","W91215","AMC",160718.53412664
"RDT&E","2100","W91A2K",NA,-29314.5879277336
"RDT&E","2100","W91AR5",NA,357798.397762384
"RDT&E","2100","W91ATL",NA,148428.785725485
"RDT&E","2100","W91B94",NA,-10828.3480888637
"RDT&E","2100","W91GVY",NA,-252635.714639706
"RDT&E","2100","W91N5W",NA,23861.8546137789
"RDT&E","2100","W91Q3P",NA,-32524.3530292901
"RDT&E","5700","F1ATD2",NA,2399585.94911215
"RDT&E","5700","F1EEMA",NA,127727.575944613
"RDT&E","5700","F1S0AF",NA,344080.415537314
"RDT&E","5700","F1S0AX",NA,8663.79116672002
"RDT&E","5700","F1SRQR",NA,0
"RDT&E","5700","F1T0DJ",NA,838601.029844153
"RDT&E","5700","F1T0FA",NA,7309569.82180487
"RDT&E","5700","F2BDAZ",NA,645035.839761337
"RDT&E","5700","F2BDBD",NA,2498202.93415738
"RDT&E","5700","F2DCAQ",NA,1125463.38109687
"RDT&E","5700","F2DCCW",NA,2311202.80135253
"RDT&E","5700","F2KBAA",NA,2961076.06352824
"RDT&E","5700","F3Y0AS",NA,32355.5679642624
"RDT&E","5700","F3YCAE",NA,39581266.4770935
"RDT&E","5700","F3YCAH",NA,3459937.95712231
"RDT&E","5700","F3YCAX",NA,1099056.39965375
"RDT&E","5700","F3YCBB",NA,462160.000080878
"RDT&E","5700","F3YCBD",NA,-239527.295536375
"RDT&E","5700","F3YCBG",NA,719615.01562249
"RDT&E","5700","F3YCBH",NA,78543.3218967378
"RDT&E","5700","F3YCBK",NA,447637.785518374
"RDT&E","5700","F3YCBL",NA,43294.247882666
"RDT&E","5700","F4AT82",NA,68625.4626229518
"RDT&E","5700","F4FBBK",NA,0
"RDT&E","5700","F4FBCN",NA,4545121.2284848
"RDT&E","5700","F4FBDC",NA,10261831.3564917
"RDT&E","5700","F4FBEC",NA,16135259.6296906
"RDT&E","5700","F4FBEU",NA,10191773.0539578
"RDT&E","5700","F4FBEW",NA,938259.901164196
"RDT&E","5700","F4FBEX",NA,6176204.56123969
"RDT&E","5700","F4FBEY",NA,181024256.374615
"RDT&E","5700","F4FBFN",NA,2778963.05976155
"RDT&E","5700","F4FBFQ",NA,16788830.913656
"RDT&E","5700","F4FDAF",NA,2653200.11088832
"RDT&E","5700","F4FDAM",NA,2688511.73567407
"RDT&E","5700","F4FDAN",NA,4448137.52687874
"RDT&E","5700","F4FDAV",NA,326095.509071821
"RDT&E","5700","F4FDBB",NA,-999.349229095349
"RDT&E","5700","F4FDCJ",NA,549133681.14604
"RDT&E","5700","F4FRQH",NA,65915739.594498
"RDT&E","5700","F4FRQQ",NA,17226007.8768685
"RDT&E","5700","F4FRQT",NA,937647734.769259
"RDT&E","5700","F4FRQV",NA,10160849.7467777
"RDT&E","5700","FA2487","AFMC",15158.5362812852
"RDT&E","5700","FA8100","AFMC",0
"RDT&E","5700","FA8102","AFMC",-553240.301620451
"RDT&E","5700","FA8104",NA,-3864806.21438645
"RDT&E","5700","FA8105","AFMC",-102996.141474836
"RDT&E","5700","FA8117","AFMC",103308.358539539
"RDT&E","5700","FA8124","AFMC",-262634.665176986
"RDT&E","5700","FA8202","AFMC",0
"RDT&E","5700","FA8203","AFMC",-98567.0072881039
"RDT&E","5700","FA8208","AFMC",-331320.866401205
"RDT&E","5700","FA8528","AFMC",-438596.827086054
"RDT&E","5700","FA8530","AFMC",-321786.977320473
"RDT&E","5700","FA8611","AFMC",14772173.1230628
"RDT&E","5700","FA8620","AFMC",-549367.523277791
"RDT&E","5700","FA8622","AFMC",286782.817109495
"RDT&E","5700","FA8626","AFMC",326964429.269664
"RDT&E","5700","FA8638","AFMC",18329831.394093
"RDT&E","5700","FA8650","AFMC",114837368.380778
"RDT&E","5700","FA8730","AFMC",-27546090.8414634
"RDT&E","5700","FA9101","AFMC",292652.804364432
"RDT&E","5700","FA9201","AFMC",72078.8775901865
"RDT&E","5700","FA9302","AFMC",498463.216465819
"RDT&E","5700","FA9453","AFMC",2504212.52262898
"RDT&E","5700","FB2039",NA,-12586.3567856776
"RDT&E","5700","FD2020",NA,5024.45380441291
"RDT&E","5700","FD2030",NA,27573840.4977336
"RDT&E","5700","FX2399",NA,615033.472075801
"RDT&E","9700","HQ0287",NA,434797.43279614
"RDT&E","9700","HR0011",NA,3217603.69880949
"RDT&E","97AE","HR0011",NA,111604.707619531
"RDT&E","97AS","SC0700",NA,-0.305199999887076
"RDT&E","97AS","SPE7L5","DLA LAND",-288.849999893126
"RDT&E","97AS","SPRTA1","DLA AVIATION",0
"RF","1700","M00146","USMC",-433492.50183458
"RF","1700","M67004","USMC",327094511.650234
"RF","1700","M67100",NA,44563265.1385116
"RF","1700","M67443",NA,0
"RF","1700","M93636",NA,573635.7099699
"RF","1700","M94700",NA,85056.1653188091
"RF","1700","M98551",NA,398881.666733824
"RF","1700","M98851",NA,2602911.00915557
"RF","1700","N00019","NAVAIR",35896706.3880217
"RF","1700","N00030","SSP",0
"RF","1700","N00033","MSC",454825.690152509
"RF","1700","N00038","NAVSUP",14684541.7371079
"RF","1700","N00104","NAVSUP",347966.890713271
"RF","1700","N00164","NAVSEA",-80196.7089921713
"RF","1700","N00167","NAVSEA",35344.3399869226
"RF","1700","N00173","ONR",61616.8460369362
"RF","1700","N00174","NAVSEA",45276.2712416926
"RF","1700","N00178","NAVSEA",3579.63156142136
"RF","1700","N00244","NAVSUP",49594.9100220285
"RF","1700","N00253","NAVSEA",237543.898484064
"RF","1700","N00383","NAVSUP",3923269121.76993
"RF","1700","N00421","NAVAIR",33095411.0601568
"RF","1700","N23195",NA,45347.0102362216
"RF","1700","N29784",NA,544236.887556245
"RF","1700","N32205","MSC",2677259.90224257
"RF","1700","N35640",NA,34129.9739183647
"RF","1700","N39824",NA,3560.19263182599
"RF","1700","N40085","NAVFAC",2850586.01552516
"RF","1700","N40442","MSC",96475.7591145577
"RF","1700","N40447",NA,155427.568798398
"RF","1700","N44255","NAVFAC",15651.6491242021
"RF","1700","N50140",NA,1633057.32536236
"RF","1700","N50143",NA,14550.8803225785
"RF","1700","N57012","NAVSUP",2376269.87486585
"RF","1700","N57025","NAVSUP",2396706.55003498
"RF","1700","N60530",NA,4063481.57599651
"RF","1700","N61331","NAVSEA",638424.197301717
"RF","1700","N62473","NAVFAC",5797.36303026498
"RF","1700","N62478","NAVFAC",76766.1075183757
"RF","1700","N62649","NAVSUP",0
"RF","1700","N62793","NAVSEA",-347971.599871251
"RF","1700","N63126",NA,92272.5635313683
"RF","1700","N63394","NAVSEA",14310.5767771243
"RF","1700","N64498","NAVSEA",0
"RF","1700","N65236","SPAWAR",-64894.2451684778
"RF","1700","N65540","NAVSEA",377357.522104991
"RF","1700","N65883",NA,-54881.5000096043
"RF","1700","N65886",NA,29293618.9641518
"RF","1700","N65888",NA,10470187.2953398
"RF","1700","N65916",NA,17682256.7275345
"RF","1700","N65923",NA,28350011.368318
"RF","1700","N65965",NA,0
"RF","1700","N66001","SPAWAR",40414.1170809901
"RF","1700","N66604","NAVSEA",17035.0057626861
"RF","1700","N68335","NAVAIR",3443759.96034214
"RF","1700","N68836","NAVSUP",2349126.25127407
"RF","1700","N68923",NA,-156.284919392112
"RF","1700","N68936","NAVAIR",560747.294977477
"RF","1700","N69218",NA,62428.5859675328
"RF","1700","N69450","NAVFAC",15341.7499943236
"RF","2100","AC0095",NA,-1311853.61992408
"RF","2100","W15GK8",NA,5294723.02472887
"RF","2100","W15P7T","AMC",16139.7826028245
"RF","2100","W22G1F","AMC",-4290.35782566654
"RF","2100","W25G1Q",NA,436057.441114672
"RF","2100","W25G1U",NA,20884.3999922728
"RF","2100","W25G1V","AMC",142850507.938448
"RF","2100","W31G1Y",NA,367630.281255491
"RF","2100","W31G3H",NA,7405726.5436817
"RF","2100","W31P4Q","AMC",0
"RF","2100","W41G26",NA,7014.14999740476
"RF","2100","W45G18",NA,-26433.922375536
"RF","2100","W45N7V",NA,-15085.5999944183
"RF","2100","W52H1B",NA,135035.103781564
"RF","2100","W560UW",NA,1038.75579443305
"RF","2100","W56HZV","AMC",794603.14471733
"RF","2100","W56HZW",NA,218379.056185658
"RF","2100","W56UVU",NA,3711430.10612677
"RF","2100","W56VCZ",NA,5365.56661909023
"RF","2100","W58H0Z",NA,2575663218.23137
"RF","2100","W58RGZ","AMC",-11857768.9795105
"RF","2100","W62G2W",NA,23896.8813150058
"RF","2100","W67G22",NA,1396.58864137632
"RF","2100","W800AF",NA,784236.255953143
"RF","2100","W80395",NA,0
"RF","2100","W81JMJ",NA,5027.59251613979
"RF","2100","W81YUF",NA,2337606.69734135
"RF","2100","W900K7",NA,880.610999674174
"RF","2100","W90HXE",NA,2644.62694675921
"RF","2100","W911KF","AMC",-1528167.02858006
"RF","2100","W911N2","AMC",88649.6732508095
"RF","2100","W911RQ","AMC",1646085.35146774
"RF","2100","W912NW","AMC",3163636.96072368
"RF","2100","W912UF",NA,3639.90537738016
"RF","2100","W916V3",NA,1888.71987690893
"RF","2100","W91FVA",NA,44480543.9539957
"RF","2100","W91FVE",NA,4290.29115819122
"RF","2100","W91VFA",NA,243585.523066308
"RF","2100","WT4J8K",NA,1610.57785418688
"RF","5700","F03000",NA,319933.492286177
"RF","5700","F1C347",NA,13456.0467777554
"RF","5700","F1PT7A",NA,2608525.6898112
"RF","5700","F1Q2EM",NA,10897926.0559036
"RF","5700","F2BDAZ",NA,19588393.2627523
"RF","5700","F2DCAF",NA,15876857.649748
"RF","5700","F2DCBA",NA,0
"RF","5700","F2DCBH",NA,7931213.93689149
"RF","5700","F2DCBL",NA,2670606.28153871
"RF","5700","F2DCBM",NA,-221633.29867804
"RF","5700","F2DCBU",NA,8433521.0337381
"RF","5700","F2DCBX",NA,4905813.39228046
"RF","5700","F2DCCW",NA,140591965.714889
"RF","5700","F2DCDB",NA,26988461.7883774
"RF","5700","F2DGAM",NA,11163661.5697973
"RF","5700","F3N052",NA,41727.9625144949
"RF","5700","F3PF2R",NA,-188.461666365614
"RF","5700","F3QCBB",NA,924115.405761045
"RF","5700","F3QCCC",NA,1306144.97040331
"RF","5700","F3QCCL",NA,5479117.47432958
"RF","5700","F3QCCM",NA,6299.00442992179
"RF","5700","F3QCDA",NA,-14955.7689816937
"RF","5700","F3QCGR",NA,11553761.4564278
"RF","5700","F3QL02",NA,418153.736197626
"RF","5700","F3QL04",NA,13331437.6251865
"RF","5700","F3QL05",NA,7239799.11023401
"RF","5700","F3QL06",NA,1415752.79303902
"RF","5700","F3QL07",NA,9237945.59698455
"RF","5700","F3Y0AB",NA,0
"RF","5700","F3Y0AS",NA,536991.091304979
"RF","5700","F3YCAB",NA,3905005029.06681
"RF","5700","F3YCAE",NA,6022490.52869922
"RF","5700","F3YCAH",NA,12970323.3560749
"RF","5700","F3YCAJ",NA,107506.199187513
"RF","5700","F3YCAL",NA,89991.6548476539
"RF","5700","F3YCAW",NA,143089.357625041
"RF","5700","F3YCAX",NA,-9459.24507245936
"RF","5700","F3YCAY",NA,1525425.73501942
"RF","5700","F3YCBA",NA,3147695.76734761
"RF","5700","F3YCBB",NA,531484.00009301
"RF","5700","F3YCBC",NA,0
"RF","5700","F3YCBD",NA,3685896.44091263
"RF","5700","F3YCBL",NA,8673780.81991619
"RF","5700","F3YCBS",NA,2698901.16500363
"RF","5700","F3YCCA",NA,2419797.04661927
"RF","5700","F3YCCF",NA,577178.347999536
"RF","5700","F3YCDL",NA,300604.965992535
"RF","5700","F3YCDP",NA,-3083652.30422443
"RF","5700","F3YCDT",NA,108893.983156831
"RF","5700","F3YCDU",NA,103266.304373087
"RF","5700","F3YCDW",NA,571944.828728825
"RF","5700","F3YCEA",NA,55885286.5931344
"RF","5700","F3YCEB",NA,1063995.97023058
"RF","5700","F3YCEF",NA,24439281.2317849
"RF","5700","F3YCEJ",NA,475631.510190646
"RF","5700","F3YCEL",NA,50829.1989799551
"RF","5700","F3YCEM",NA,17623.5702755441
"RF","5700","F3YCFH",NA,61889.700723468
"RF","5700","F3YCFL",NA,42572.3526819029
"RF","5700","F3YCFP",NA,10706601.7980509
"RF","5700","F3YCGX",NA,0
"RF","5700","F3YCGZ",NA,33442.2339035393
"RF","5700","F3YCHC",NA,443882.497553079
"RF","5700","F3YCHE",NA,714631.623739392
"RF","5700","F3YCHH",NA,12546.4886021956
"RF","5700","F3YCHJ",NA,119365.269272501
"RF","5700","F3YCHS",NA,13028.1768974106
"RF","5700","F3YTBH",NA,134147.613350359
"RF","5700","F3YTBK",NA,31663351.7251686
"RF","5700","F3YTBN",NA,6612.37793163164
"RF","5700","F4FDAS",NA,56660.2181389845
"RF","5700","F4FDBV",NA,312563.757681351
"RF","5700","F4FDCJ",NA,917440.368064758
"RF","5700","FA4877","ACC",175112.915161689
"RF","5700","FA8100","AFMC",38678529.8088026
"RF","5700","FA8101","AFMC",2221083.93707842
"RF","5700","FA8103",NA,-168429.135186385
"RF","5700","FA8104",NA,-22066418.1642865
"RF","5700","FA8108","AFMC",283236006.914971
"RF","5700","FA8109","AFMC",-8717.98987836053
"RF","5700","FA8112","AFMC",635308.648741625
"RF","5700","FA8117","AFMC",-2625388.65457085
"RF","5700","FA8118","AFMC",309157.903026787
"RF","5700","FA8119","AFMC",-197960.315840932
"RF","5700","FA8121","AFMC",-19592916.1390878
"RF","5700","FA8122","AFMC",-11196984.3630909
"RF","5700","FA8124","AFMC",-5172412.4149097
"RF","5700","FA8125","AFMC",-281.961367289784
"RF","5700","FA8127","AFMC",-343153.800060052
"RF","5700","FA8132","AFMC",0
"RF","5700","FA8203","AFMC",-1416499.62171776
"RF","5700","FA8208","AFMC",66249.1536150289
"RF","5700","FA8212",NA,0
"RF","5700","FA8217","AFMC",-127316.42134926
"RF","5700","FA8251","AFMC",-6840.79468741614
"RF","5700","FA8509","AFMC",-11440.3328530125
"RF","5700","FA8517","AFMC",0
"RF","5700","FA8524","AFMC",-394432.392141576
"RF","5700","FA8538","AFMC",-23179.0363352793
"RF","5700","FA8539","AFMC",-85096.3263345553
"RF","5700","FA8604","AFMC",-133152.407163704
"RF","5700","FA8614","AFMC",0
"RF","5700","FB2029",NA,21492.3549235972
"RF","5700","FB2039",NA,495550.869392107
"RF","5700","FB2065",NA,19795.7512409501
"RF","5700","FB2300",NA,205200.116541556
"RF","5700","FB5621",NA,21273.635910379
"RF","5700","FD2020",NA,16299803.6375797
"RF","5700","FD2030",NA,1759450170.927
"RF","5700","FP4404",NA,0
"RF","7008","00038",NA,12896.864995168
"RF","7008","70Z00N",NA,7911830.93831627
"RF","9700","00061",NA,151621.471921249
"RF","9700","HL0015",NA,24933.4288492407
"RF","9763","S2606A",NA,0
"RF","97AS","SC0600",NA,7769.21627997881
"RF","97AS","SL4701",NA,213165.615689516
"RF","97AS","SMP4A1",NA,56917.2019346633
"RF","97AS","SP0400","DLA AVIATION",-49160.7380696307
"RF","97AS","SP0540",NA,68654.1568620145
"RF","97AS","SP0700","DLA LAND",9804510.61654873
"RF","97AS","SP0750","DLA LAND",11747.1752425322
"RF","97AS","SP0760","DLA LAND",160240.115228042
"RF","97AS","SP3300","DLA DISTRIBUTION",23344.1342048076
"RF","97AS","SP4703","DCSO",365126.019208644
"RF","97AS","SPE4A0","DLA AVIATION",10032160.7369209
"RF","97AS","SPE4A1","DLA AVIATION",40051266.4601519
"RF","97AS","SPE4A2","DLA AVIATION",56212176.5469061
"RF","97AS","SPE4A4","DLA AVIATION",101959994.11384
"RF","97AS","SPE4A5","DLA AVIATION",2087492477.83334
"RF","97AS","SPE4A6","DLA AVIATION",390462950.039027
"RF","97AS","SPE4A7","DLA AVIATION",826555540.020402
"RF","97AS","SPE4AC","DLA AVIATION",334048.646651793
"RF","97AS","SPE4AK","DLA AVIATION",1503514.61329327
"RF","97AS","SPE4AL","DLA AVIATION",376694.484408252
"RF","97AS","SPE4AN","DLA AVIATION",1105976.70669159
"RF","97AS","SPE4AR","DLA AVIATION",63217411.5104317
"RF","97AS","SPE4AS","DLA AVIATION",67276.9326012235
"RF","97AS","SPE4AX","DLA AVIATION",86894698.4526505
"RF","97AS","SPE5E1","DLA TRP SUPT C&E",14747.5550812149
"RF","97AS","SPE5E1","DLA TRP SUPT IH",21302.785483118
"RF","97AS","SPE5E2","DLA TRP SUPT C&E",1201.5758464789
"RF","97AS","SPE5E8","DLA TRP SUPT C&E",255255.489232349
"RF","97AS","SPE5E9","DLA TRP SUPT C&E",613.412766595623
"RF","97AS","SPE5EK","DLA TRP SUPT C&E",4681.47806863932
"RF","97AS","SPE7L0","DLA LAND",451921.098931847
"RF","97AS","SPE7L1","DLA LAND",1796248.75303049
"RF","97AS","SPE7L2","DLA LAND",3790628.32855151
"RF","97AS","SPE7L3","DLA LAND",6363421.19835521
"RF","97AS","SPE7L4","DLA LAND",6932761.23840203
"RF","97AS","SPE7L5","DLA LAND",4443996.39239953
"RF","97AS","SPE7L7","DLA LAND",20310994.2107018
"RF","97AS","SPE7LA","DLA LAND",19315.7224456002
"RF","97AS","SPE7LX","DLA LAND",9254652.11771117
"RF","97AS","SPE7M0","DLA MARITIME",488409.955565692
"RF","97AS","SPE7M1","DLA MARITIME",86645869.8714969
"RF","97AS","SPE7M2","DLA MARITIME",2204416.22879195
"RF","97AS","SPE7M3","DLA MARITIME",10974734.0703702
"RF","97AS","SPE7M4","DLA MARITIME",86708290.4949857
"RF","97AS","SPE7M5","DLA MARITIME",1122373.90010486
"RF","97AS","SPE7M8","DLA MARITIME",139751.37117381
"RF","97AS","SPE7M9","DLA MARITIME",2119604.98803006
"RF","97AS","SPE7MC","DLA MARITIME",32435271.846386
"RF","97AS","SPE7MX","DLA MARITIME",860180.019766645
"RF","97AS","SPEFA1","DLA AVIATION",2404324.45325591
"RF","97AS","SPEFA3","DLA AVIATION",607419.806316569
"RF","97AS","SPEFA5","DLA AVIATION",4875030.07388792
"RF","97AS","SPEHA6","DLA AVIATION",487049.049146662
"RF","97AS","SPETA6","DLA AVIATION",17616314.8225571
"RF","97AS","SPEWA6","DLA AVIATION",333312.144345889
"RF","97AS","SPEYM1","DLA MARITIME",29215.4444051127
"RF","97AS","SPM2D0","DLA TRP SUPT MED",50502.881553158
"RF","97AS","SPM400","DLA AVIATION",147733316.180759
"RF","97AS","SPM406","DLA AVIATION",3019018.25754551
"RF","97AS","SPM4A0","DLA AVIATION",541386.412409697
"RF","97AS","SPM4A1","DLA AVIATION",759256903.749114
"RF","97AS","SPM4A2","DLA AVIATION",3418779.3323518
"RF","97AS","SPM4A4","DLA AVIATION",5920666.00449341
"RF","97AS","SPM4A5","DLA AVIATION",326930524.255291
"RF","97AS","SPM4A6","DLA AVIATION",93230323.8817485
"RF","97AS","SPM4A7","DLA AVIATION",150126967.568574
"RF","97AS","SPM4AC","DLA AVIATION",33934.0980059385
"RF","97AS","SPM4AG","DLA AVIATION",413304.435983002
"RF","97AS","SPM4AK","DLA AVIATION",939974.861985632
"RF","97AS","SPM4AL","DLA AVIATION",312944.215323312
"RF","97AS","SPM4AN","DLA AVIATION",282681.2952427
"RF","97AS","SPM4AX","DLA AVIATION",1334923.17150648
"RF","97AS","SPM4M1","DLA AVIATION",0
"RF","97AS","SPM4M1","DLA MARITIME",115019.369104861
"RF","97AS","SPM540","DLA TRP SUPT C&E",4507.81506599525
"RF","97AS","SPM5A0","DLA TRP SUPT C&E",167132.076229248
"RF","97AS","SPM5A1","DLA TRP SUPT C&E",1213056.18037622
"RF","97AS","SPM5A1",NA,1151235.97787113
"RF","97AS","SPM5A2","DLA AVIATION",11135.6575599544
"RF","97AS","SPM5A4","DLA TRP SUPT C&E",54250.507060564
"RF","97AS","SPM5A7","DLA AVIATION",477941.091076459
"RF","97AS","SPM5A7","DLA TRP SUPT C&E",129840.292466402
"RF","97AS","SPM5A8","DLA AVIATION",530017.044276099
"RF","97AS","SPM5A8","DLA TRP SUPT C&E",611313.73249226
"RF","97AS","SPM5AC",NA,4465.41074345126
"RF","97AS","SPM5AX","DLA AVIATION",10551.0435353942
"RF","97AS","SPM5E0","DLA TRP SUPT C&E",49247.4952823094
"RF","97AS","SPM5E1","DLA TRP SUPT C&E",521087.504783032
"RF","97AS","SPM5E7","DLA TRP SUPT C&E",1024851.79879854
"RF","97AS","SPM5E8","DLA TRP SUPT C&E",470717.191756451
"RF","97AS","SPM5E9","DLA TRP SUPT C&E",68934.7654074014
"RF","97AS","SPM5EM","DLA TRP SUPT C&E",23524.9556335001
"RF","97AS","SPM5L1","DLA TRP SUPT C&E",211031.801605111
"RF","97AS","SPM5L1",NA,244598.474259023
"RF","97AS","SPM5L4","DLA TRP SUPT C&E",50433.4953635422
"RF","97AS","SPM5M1","DLA TRP SUPT C&E",92534.9450777771
"RF","97AS","SPM5M2","DLA TRP SUPT C&E",40007.3424514613
"RF","97AS","SPM5M4","DLA TRP SUPT C&E",1975781.86968654
"RF","97AS","SPM700","DLA LAND",12886482.7471839
"RF","97AS","SPM7A1","DLA AVIATION",330998.956177552
"RF","97AS","SPM7A1","DLA LAND",1722015.46924621
"RF","97AS","SPM7A4",NA,0
"RF","97AS","SPM7L0","DLA LAND",160826.613335594
"RF","97AS","SPM7L1","DLA LAND",26403255.7583728
"RF","97AS","SPM7L2","DLA LAND",124132.462714074
"RF","97AS","SPM7L3","DLA LAND",1277175.8707128
"RF","97AS","SPM7L4","DLA LAND",341238.549266878
"RF","97AS","SPM7L5","DLA LAND",14714141.5347472
"RF","97AS","SPM7LA","DLA LAND",5986969.61653043
"RF","97AS","SPM7LX","DLA LAND",15315.4296512284
"RF","97AS","SPM7M0","DLA MARITIME",537063.107333769
"RF","97AS","SPM7M1","DLA MARITIME",33423433.4079465
"RF","97AS","SPM7M2","DLA MARITIME",2610933.51159292
"RF","97AS","SPM7M3","DLA MARITIME",11812021.3781514
"RF","97AS","SPM7M4","DLA MARITIME",34757075.3254066
"RF","97AS","SPM7M5","DLA MARITIME",899844.383017503
"RF","97AS","SPM7M8","DLA MARITIME",2650386.12640148
"RF","97AS","SPM7M9","DLA MARITIME",33921.5961714068
"RF","97AS","SPM7MB","DLA MARITIME",13410045.3160696
"RF","97AS","SPM7MC","DLA MARITIME",49985990.8481002
"RF","97AS","SPM7MX","DLA MARITIME",4362448.14226454
"RF","97AS","SPM8E1","DLA TRP SUPT C&E",1725350.59908229
"RF","97AS","SPM8EB","DLA TRP SUPT C&E",5633.68418498589
"RF","97AS","SPM8EH","DLA TRP SUPT C&E",21718.090941853
"RF","97AS","SPMHA6","DLA AVIATION",1058339.15489861
"RF","97AS","SPMTA6","DLA AVIATION",12365130.2238296
"RF","97AS","SPMWA6","DLA AVIATION",276102.988990972
"RF","97AS","SPRMM1","DLA MARITIME",17662.578237418
"RF","97AS","SPRPA1","DLA AVIATION",445536.242475689
"RF","97AS","SPRRA1","DLA AVIATION",-11426.447589376
"RF","97AS","SPRTA1","DLA AVIATION",15731249.2289273
"RF","97AS","SPRWA1","DLA AVIATION",-18072.1412154934
NA,"","",NA,0
NA,"1700","AA430",NA,0
NA,"1700","M00146","USMC",-16148.3883241316
NA,"1700","M20223",NA,5748.20015971965
NA,"1700","M35026",NA,5480.04028891224
NA,"1700","M67001","USMC",0
NA,"1700","M67004","USMC",0
NA,"1700","M94700",NA,-68274.0334914098
NA,"1700","M98271",NA,34995.3450772717
NA,"1700","M98551",NA,45915.8937542454
NA,"1700","N00019","NAVAIR",2813575735.32498
NA,"1700","N00024","NAVSEA",31689.6092780205
NA,"1700","N00061",NA,113479.440782209
NA,"1700","N00072","NAVSUP",0
NA,"1700","N00164","NAVSEA",-39392.5999854247
NA,"1700","N00174","NAVSEA",0
NA,"1700","N00183","NAVSUP",479.451540230652
NA,"1700","N00205",NA,21145.9994559478
NA,"1700","N00244","NAVSUP",42090.7187852353
NA,"1700","N00253","NAVSEA",0
NA,"1700","N00383","NAVSUP",120450165.947171
NA,"1700","N00421","NAVAIR",61014063.3206959
NA,"1700","N30763",NA,4242856.76489738
NA,"1700","N32250",NA,0
NA,"1700","N35640",NA,0
NA,"1700","N39040","NAVSEA",98227.3188195528
NA,"1700","N39040",NA,-11671.400956152
NA,"1700","N40085","NAVFAC",508114.731037042
NA,"1700","N40442","MSC",190598.253893181
NA,"1700","N40447",NA,8245.28493910811
NA,"1700","N41756",NA,0
NA,"1700","N42158","NAVSEA",0
NA,"1700","N42158",NA,45326.6871059742
NA,"1700","N44255","NAVFAC",1601.94107388386
NA,"1700","N44321",NA,123129.918196149
NA,"1700","N4523A","NAVSEA",683446.062044492
NA,"1700","N50140",NA,0
NA,"1700","N50142",NA,6145.91783940591
NA,"1700","N55236","NAVSEA",20106.9509101908
NA,"1700","N57012","NAVSUP",1395102.21169709
NA,"1700","N57025","NAVSUP",0
NA,"1700","N60241",NA,0
NA,"1700","N61035","NAVSUP",0
NA,"1700","N61076",NA,20755.8437626588
NA,"1700","N61331","NAVSEA",737880.252492176
NA,"1700","N61340","NAVAIR",59214894.2596505
NA,"1700","N62271","NAVSUP",0
NA,"1700","N62478","NAVFAC",4778.23697183081
NA,"1700","N62583","NAVFAC",4505.45927029836
NA,"1700","N62758",NA,186895.720432463
NA,"1700","N63110","NAVSUP",0
NA,"1700","N63394","NAVSEA",424.043225439846
NA,"1700","N64100","NAVSUP",32142.1006211369
NA,"1700","N64101",NA,9225.47286927037
NA,"1700","N64267",NA,0
NA,"1700","N64498","NAVSEA",0
NA,"1700","N65236","SPAWAR",302419.92695832
NA,"1700","N65540","NAVSEA",6319.42195690215
NA,"1700","N65540",NA,-15620.1364302206
NA,"1700","N65886",NA,2013486.99953596
NA,"1700","N65888",NA,15349.1039390654
NA,"1700","N65916",NA,3863253.30695586
NA,"1700","N65923",NA,803734.901466854
NA,"1700","N65965",NA,0
NA,"1700","N65971","NAVSUP",0
NA,"1700","N66001","SPAWAR",28902.1802525463
NA,"1700","N66021",NA,0
NA,"1700","N66604","NAVSEA",0
NA,"1700","N67100",NA,0
NA,"1700","N68335","NAVAIR",6263588.71270748
NA,"1700","N68836","NAVSUP",967652.136172991
NA,"1700","N68856",NA,0
NA,"1700","N68893",NA,6230.34920381302
NA,"1700","N68936","NAVAIR",348799.999870944
NA,"1700","N68994","NAVSUP",0
NA,"1700","N70272","NAVSUP",24830.4403154889
NA,"1700","R09111",NA,0
NA,"1700","R09520",NA,20143.3599682657
NA,"1700","R32117",NA,10645.840754237
NA,"1700","R67025",NA,0
NA,"1700","V09167",NA,6125.06881190888
NA,"1700","V52841",NA,58164.5957561655
NA,"2100","AC0095",NA,979090.710989581
NA,"2100","AC3617",NA,0
NA,"2100","CH0VV7",NA,0
NA,"2100","W15GK8",NA,24403.6876240631
NA,"2100","W15P7T","AMC",0
NA,"2100","W15P7V",NA,0
NA,"2100","W23L16",NA,-17736.1381936329
NA,"2100","W25G1Q",NA,0
NA,"2100","W25G1V","AMC",15260.6326206177
NA,"2100","W26RX3",NA,0
NA,"2100","W31G3H",NA,0
NA,"2100","W31P4Q","AMC",0
NA,"2100","W33DL3",NA,-1374.60678913417
NA,"2100","W34GM2",NA,0
NA,"2100","W35KUB",NA,-67029.3629697332
NA,"2100","W36B5Y",NA,0
NA,"2100","W41G26",NA,5457.61311387787
NA,"2100","W45H08",NA,0
NA,"2100","W52H09","AMC",0
NA,"2100","W52P1J","AMC",0
NA,"2100","W56HZV","AMC",23475.5041194892
NA,"2100","W58H0Z",NA,9494211.25259148
NA,"2100","W58MYQ",NA,0
NA,"2100","W58RGZ","AMC",-2245910.48654771
