"ColorOfMoney","fundingrequestingagencyid","fundingrequestingofficeid","FundingMajorCommandCode","Action_Obligation_OMB23_GDP21"
NA,"2100","W58Z0H",NA,0
NA,"2100","W71B7J",NA,1808521.60548066
NA,"2100","W74RDV",NA,311729.252453654
NA,"2100","W80E25",NA,0
NA,"2100","W80H2M",NA,0
NA,"2100","W80KQR",NA,3946556.45853977
NA,"2100","W80N5C",NA,104153218.333178
NA,"2100","W80Q8H",NA,0
NA,"2100","W811MY",NA,5610.22144133249
NA,"2100","W81GJX",NA,0
NA,"2100","W81LHA",NA,13844.0692279118
NA,"2100","W81LKE",NA,2246992.80164321
NA,"2100","W81MR0",NA,0
NA,"2100","W81NP6",NA,0
NA,"2100","W81RUP",NA,5151503.61437598
NA,"2100","W81UNP",NA,0
NA,"2100","W81YTA",NA,-250551.829240375
NA,"2100","W81YUF",NA,9545403.01569378
NA,"2100","W900KK","PEO STRI",0
NA,"2100","W900KK",NA,0
NA,"2100","W904X5",NA,1031961.80250794
NA,"2100","W906EE",NA,0
NA,"2100","W90889",NA,0
NA,"2100","W90F27",NA,0
NA,"2100","W90T7E",NA,0
NA,"2100","W90YQU",NA,0
NA,"2100","W90ZEL",NA,0
NA,"2100","W911HR",NA,0
NA,"2100","W911KF","AMC",991261.972710288
NA,"2100","W911N2","AMC",-252985.21330412
NA,"2100","W911PK",NA,27877.4912048786
NA,"2100","W911SG","AMC",0
NA,"2100","W911W6","AMC",-10514.6165629198
NA,"2100","W911WS",NA,0
NA,"2100","W91231",NA,0
NA,"2100","W91236","USACE",29827.1693631733
NA,"2100","W9127N","USACE",-73051.451063971
NA,"2100","W9127S","USACE",31539118.0909652
NA,"2100","W912BU","USACE",10022.3661511289
NA,"2100","W912DQ","USACE",0
NA,"2100","W912DS","USACE",5592.85598977627
NA,"2100","W912EP","USACE",41731.3986887449
NA,"2100","W912ER","USACE",-2381.35608019927
NA,"2100","W912HP","USACE",25627.4761942383
NA,"2100","W912JC","NGB",102088.406524643
NA,"2100","W912JV","NGB",120212.720718651
NA,"2100","W912NW","AMC",504618.187039139
NA,"2100","W912P5","USACE",-6478.43816644209
NA,"2100","W912P6","USACE",3256.77840779499
NA,"2100","W912PM","USACE",42768.8211980404
NA,"2100","W91ATL",NA,0
NA,"2100","W91B4M","C-JTSCC",0
NA,"2100","W91B7J",NA,0
NA,"2100","W91FVA",NA,884442.245120698
NA,"2100","W91J4B",NA,0
NA,"2100","W91LMH",NA,12250.7864464969
NA,"2100","W91PR5",NA,35896.7900651064
NA,"2100","W91PRS",NA,0
NA,"2100","W91XRV",NA,334.864579334149
NA,"2100","WT4KE3",NA,44404.9494592193
NA,"2100","WX3R73",NA,12132.2305203477
NA,"5700","EJ3218",NA,0
NA,"5700","F03000",NA,0
NA,"5700","F1ATD2",NA,0
NA,"5700","F1DT07",NA,60682.4799775475
NA,"5700","F1GFA4",NA,0
NA,"5700","F1H2KA",NA,0
NA,"5700","F1H2KB",NA,0
NA,"5700","F1M3E3",NA,-163.492221364029
NA,"5700","F1P22K",NA,0
NA,"5700","F1P22L",NA,0
NA,"5700","F1P23A",NA,0
NA,"5700","F1PT7A",NA,0
NA,"5700","F1Q2EM",NA,0
NA,"5700","F1Q3CF",NA,4569.27999830937
NA,"5700","F1Q3CS",NA,0
NA,"5700","F1T0FA",NA,-251016.142526124
NA,"5700","F1W2F3",NA,0
NA,"5700","F2BDAZ",NA,0
NA,"5700","F2BDBD",NA,0
NA,"5700","F2D0BR",NA,0
NA,"5700","F2DCAF",NA,0
NA,"5700","F2DCAN",NA,0
NA,"5700","F2DCAQ",NA,0
NA,"5700","F2DCBA",NA,0
NA,"5700","F2DCBF",NA,0
NA,"5700","F2DCBH",NA,0
NA,"5700","F2DCBL",NA,0
NA,"5700","F2DCBU",NA,0
NA,"5700","F2DCBX",NA,0
NA,"5700","F2DCCM",NA,1714873.24770829
NA,"5700","F2DCCW",NA,163631.213310146
NA,"5700","F2DCDB",NA,0
NA,"5700","F2DGAM",NA,0
NA,"5700","F2F201",NA,74478.5093526363
NA,"5700","F2H2A4",NA,0
NA,"5700","F2KBAA",NA,232620.428980514
NA,"5700","F2MTW7",NA,222499.644859674
NA,"5700","F2MUAA",NA,0
NA,"5700","F2QF20",NA,0
NA,"5700","F2R2A1",NA,0
NA,"5700","F2S200",NA,0
NA,"5700","F2TSTA",NA,0
NA,"5700","F2TSYA",NA,3342732.02919238
NA,"5700","F2UT33",NA,0
NA,"5700","F2VAGS",NA,0
NA,"5700","F2VUB0",NA,143972.85432173
NA,"5700","F2VUG0",NA,403734.064414031
NA,"5700","F2VUN1",NA,136249.999949588
NA,"5700","F3LPAA",NA,0
NA,"5700","F3PF21",NA,0
NA,"5700","F3QCAR",NA,0
NA,"5700","F3QCAZ",NA,0
NA,"5700","F3QCBB",NA,254913.833507807
NA,"5700","F3QCBV",NA,8288571.9467279
NA,"5700","F3QCCB",NA,0
NA,"5700","F3QCCC",NA,12427969.5635552
NA,"5700","F3QCCQ",NA,0
NA,"5700","F3QCCS",NA,0
NA,"5700","F3QCDK",NA,2726713.96007717
NA,"5700","F3QCGR",NA,0
NA,"5700","F3QL04",NA,955057.999646629
NA,"5700","F3QL05",NA,0
NA,"5700","F3QL06",NA,0
NA,"5700","F3QL07",NA,0
NA,"5700","F3QL09",NA,0
NA,"5700","F3SF37",NA,0
NA,"5700","F3W342",NA,25537.2549868254
NA,"5700","F3Y0AS",NA,0
NA,"5700","F3YCAB",NA,21073795.2024153
NA,"5700","F3YCAE",NA,0
NA,"5700","F3YCAH",NA,404567.344525681
NA,"5700","F3YCAJ",NA,0
NA,"5700","F3YCAL",NA,0
NA,"5700","F3YCAS",NA,0
NA,"5700","F3YCAW",NA,0
NA,"5700","F3YCAX",NA,0
NA,"5700","F3YCAY",NA,0
NA,"5700","F3YCBA",NA,0
NA,"5700","F3YCBF",NA,0
NA,"5700","F3YCBG",NA,0
NA,"5700","F3YCBK",NA,0
NA,"5700","F3YCBL",NA,0
NA,"5700","F3YCBY",NA,0
NA,"5700","F3YCCA",NA,0
NA,"5700","F3YCCF",NA,0
NA,"5700","F3YCDL",NA,0
NA,"5700","F3YCDW",NA,0
NA,"5700","F3YCEA",NA,0
NA,"5700","F3YCEB",NA,0
NA,"5700","F3YCEF",NA,0
NA,"5700","F3YCEJ",NA,0
NA,"5700","F3YCFL",NA,0
NA,"5700","F3YCFP",NA,0
NA,"5700","F3YCGB",NA,0
NA,"5700","F3YCHA",NA,0
NA,"5700","F3YCHC",NA,0
NA,"5700","F3YCHJ",NA,0
NA,"5700","F3YTBH",NA,0
NA,"5700","F3YTBK",NA,105763.915597284
NA,"5700","F4E216",NA,0
NA,"5700","F4FBBK",NA,559214.755497863
NA,"5700","F4FBBU",NA,0
NA,"5700","F4FBCN",NA,0
NA,"5700","F4FBDC",NA,432834.792675746
NA,"5700","F4FBEU",NA,311958.000054593
NA,"5700","F4FBEX",NA,0
NA,"5700","F4FBEY",NA,0
NA,"5700","F4FBFQ",NA,0
NA,"5700","F4FDAG",NA,0
NA,"5700","F4FDAM",NA,41486.3055289863
NA,"5700","F4FDAN",NA,0
NA,"5700","F4FDAS",NA,0
NA,"5700","F4FDAV",NA,0
NA,"5700","F4FDBV",NA,406350.039293864
NA,"5700","F4FDCJ",NA,5770616.6930767
NA,"5700","F4FDCR",NA,0
NA,"5700","F4FDCV",NA,0
NA,"5700","F4FRQH",NA,166834.22773644
NA,"5700","F4FRQQ",NA,277100.920908001
NA,"5700","F4FRQT",NA,695292.908010118
NA,"5700","F4FTBS",NA,0
NA,"5700","F5BFCE",NA,0
NA,"5700","F5E3CE",NA,7532.05601289678
NA,"5700","F67100",NA,131336.700825551
NA,"5700","F6A3LG",NA,26565.1301759579
NA,"5700","F6F2MX",NA,0
NA,"5700","F6K2MX",NA,0
NA,"5700","F7A2MB",NA,19577.9574200156
NA,"5700","F7A3LC",NA,32467.8564433294
NA,"5700","F7D6JF",NA,4179.22868219331
NA,"5700","F87700",NA,115682.718927421
NA,"5700","F8A1RQ",NA,0
NA,"5700","F8X2MG",NA,8033.26332638819
NA,"5700","F8Y326",NA,1500.64185891768
NA,"5700","F9E3SV",NA,38417.8474903989
NA,"5700","F9F2MG",NA,0
NA,"5700","F9M2MA",NA,0
NA,"5700","FA2487","AFMC",0
NA,"5700","FA3047","AETC",69024.7678630134
NA,"5700","FA3099","AETC",0
NA,"5700","FA4488","AMC",32191.948197975
NA,"5700","FA5422","USAFE",24646.3497998808
NA,"5700","FA5702","ACC",20291.0197257109
NA,"5700","FA6101",NA,13375.0300690818
NA,"5700","FA6501",NA,12195.8715165706
NA,"5700","FA7117",NA,0
NA,"5700","FA8100","AFMC",0
NA,"5700","FA8101","AFMC",0
NA,"5700","FA8103",NA,-17670.2702637377
NA,"5700","FA8104",NA,-5386174.6037511
NA,"5700","FA8105","AFMC",-707553.704008504
NA,"5700","FA8108","AFMC",30072665.0014442
NA,"5700","FA8109","AFMC",0
NA,"5700","FA8110","AFMC",-28383.9810534979
NA,"5700","FA8112","AFMC",0
NA,"5700","FA8117","AFMC",-78270.5700712501
NA,"5700","FA8118","AFMC",0
NA,"5700","FA8119","AFMC",0
NA,"5700","FA8121","AFMC",-1289242.84754572
NA,"5700","FA8122","AFMC",298557.021541304
NA,"5700","FA8124","AFMC",0
NA,"5700","FA8125","AFMC",0
NA,"5700","FA8127","AFMC",0
NA,"5700","FA8132","AFMC",0
NA,"5700","FA8208","AFMC",0
NA,"5700","FA8504","AFMC",0
NA,"5700","FA8505","AFMC",41173.2076241172
NA,"5700","FA8509","AFMC",-350771.849786429
NA,"5700","FA8518","AFMC",-30445.1256887325
NA,"5700","FA8519","AFMC",-412299.813934309
NA,"5700","FA8524","AFMC",0
NA,"5700","FA8533","AFMC",-291178.556693826
NA,"5700","FA8553","AFMC",0
NA,"5700","FA8604","AFMC",-46513.9137875881
NA,"5700","FA8611","AFMC",0
NA,"5700","FA8614","AFMC",0
NA,"5700","FA8615","AFMC",0
NA,"5700","FA8617","AFMC",0
NA,"5700","FA8620","AFMC",1363330.77303101
NA,"5700","FA8622","AFMC",0
NA,"5700","FA8625","AFMC",0
NA,"5700","FA8626","AFMC",-203208.063388663
NA,"5700","FA8630","AFMC",0
NA,"5700","FA8634","AFMC",0
NA,"5700","FA8638","AFMC",0
NA,"5700","FA8650","AFMC",3284715.90479596
NA,"5700","FA8730","AFMC",0
NA,"5700","FA9453","AFMC",166904.462429208
NA,"5700","FB2039",NA,0
NA,"5700","FB5294",NA,70789.7962369608
NA,"5700","FB5814",NA,0
NA,"5700","FC2027",NA,0
NA,"5700","FD2020",NA,931323.153238171
NA,"5700","FD2030",NA,19257112.2780408
NA,"5700","FD2060",NA,543138.707395692
NA,"5700","FP6501",NA,0
NA,"5700","FX2399",NA,0
NA,"571C","49120",NA,0
NA,"7008","00034",NA,17727.3626190824
NA,"7008","00038",NA,8451499.16398535
NA,"7008","00084",NA,489863.801458005
NA,"7008","00085",NA,315875.371254707
NA,"7008","50100",NA,360371.570863065
NA,"7008","70Z00N",NA,6886487.017452
NA,"7008","70Z00P",NA,272420.050797205
NA,"8000","DFRC0",NA,273019.752237339
NA,"8000","NSSC0",NA,10217.213312157
NA,"8900","00079",NA,1020637.10691664
NA,"8900","895002",NA,30186.265920034
NA,"96CE","W807PM",NA,762487.705958259
NA,"96CE","W81EWF",NA,96238.7189394149
NA,"96CE","W911WN",NA,19330.808178072
NA,"96CE","W911XK",NA,36859.2502173737
NA,"96CE","W91236",NA,581558.439572539
NA,"96CE","W91237",NA,242081.310220349
NA,"96CE","W9126G",NA,0
NA,"96CE","W91278",NA,1520790.07741512
NA,"96CE","W9127N",NA,3070632.28669691
NA,"96CE","W9127S",NA,1387562.57203531
NA,"96CE","W9128F",NA,15518.9785335553
NA,"96CE","W912BU",NA,496069.659523398
NA,"96CE","W912BV",NA,24007444.8696613
NA,"96CE","W912DQ",NA,107037.521202572
NA,"96CE","W912DS",NA,3932.57641407699
NA,"96CE","W912DW",NA,169253.312822046
NA,"96CE","W912EE",NA,12568.1700428976
NA,"96CE","W912EF",NA,746868.926246708
NA,"96CE","W912EK",NA,179399.282644739
NA,"96CE","W912EP",NA,307612.407471928
NA,"96CE","W912EQ",NA,1031785.92146212
NA,"96CE","W912ES",NA,5314.8400009301
NA,"96CE","W912HN",NA,147752.675279011
NA,"96CE","W912HY",NA,66327.8737322697
NA,"96CE","W912P5",NA,147716.635479819
NA,"96CE","W912P8",NA,1923219.85490638
NA,"96CE","W912P9",NA,395336.591804919
NA,"96CE","W912PM",NA,562235.49134897
NA,"96CE","W912PP",NA,30044.5576696522
NA,"96CE","W912QR",NA,24235.9648446496
NA,"96CE","W912WJ",NA,61354.3535067279
NA,"9700","00061",NA,0
NA,"9700","001175",NA,173270.839421151
NA,"9700","H91109",NA,895124.623559455
NA,"9700","H91294",NA,2816.20490674274
NA,"9700","H92226",NA,1837775.01557002
NA,"9700","HAA096",NA,0
NA,"9700","HQ0059",NA,475033.245401139
NA,"9700","HQ0124",NA,633736.900110904
NA,"9700","HQ0144",NA,1602299.99940715
NA,"9700","HQ0286",NA,2753009.84166151
NA,"9700","HQ0287",NA,3851326.1769866
NA,"9700","HQ0289",NA,266016.884071681
NA,"9700","HQ0685",NA,5880358.29836892
NA,"9700","HQ0768",NA,5199392.37557623
NA,"9700","HR0011",NA,3498244.29309766
NA,"9748","H98259",NA,20354.0748211126
NA,"9761","HDTRA1",NA,-31157.1853908728
NA,"9763","S0506A",NA,33361.9659191013
NA,"9763","S2404A",NA,0
NA,"9763","S2606A",NA,0
NA,"9763","S5105A","DCMA-AQP",-16360.7398493117
NA,"9763","S5107A","DCMA-AQP",16858.1063369502
NA,"97AE","HR0011",NA,1286034.97049344
NA,"97AR","HAA013",NA,-5285.95500092504
NA,"97AS","SC0402",NA,0
NA,"97AS","SC0700",NA,0
NA,"97AS","SMP4A1",NA,0
NA,"97AS","SP0400","DLA AVIATION",0
NA,"97AS","SP0400",NA,0
NA,"97AS","SP0700","DLA LAND",351662.449921938
NA,"97AS","SPE4A1","DLA AVIATION",4631.46449828636
NA,"97AS","SPE4A2","DLA AVIATION",0
NA,"97AS","SPE4A4","DLA AVIATION",24466.6190459474
NA,"97AS","SPE4A5","DLA AVIATION",234260.520832324
NA,"97AS","SPE4A6","DLA AVIATION",178883.051232813
NA,"97AS","SPE4A7","DLA AVIATION",1795319.56173638
NA,"97AS","SPE4AR","DLA AVIATION",0
NA,"97AS","SPE4AS",NA,0
NA,"97AS","SPE4AX","DLA AVIATION",237601.450728087
NA,"97AS","SPE7L1","DLA LAND",0
NA,"97AS","SPE7L5","DLA LAND",0
NA,"97AS","SPE7L7","DLA LAND",0
NA,"97AS","SPE7LX","DLA LAND",0
NA,"97AS","SPE7M1","DLA MARITIME",3226359.51809335
NA,"97AS","SPE7M4","DLA MARITIME",0
NA,"97AS","SPE7MC","DLA MARITIME",0
NA,"97AS","SPE7MX","DLA MARITIME",182166.249932598
NA,"97AS","SPEFA3","DLA AVIATION",0
NA,"97AS","SPEFA5","DLA AVIATION",4320.75999840132
NA,"97AS","SPM400","DLA AVIATION",10928504.4346217
NA,"97AS","SPM406","DLA AVIATION",7479.6513376195
NA,"97AS","SPM407","DLA AVIATION",346029.87303955
NA,"97AS","SPM407",NA,0
NA,"97AS","SPM412","DLA AVIATION",46846.175330467
NA,"97AS","SPM441","DLA AVIATION",1043537.3966677
NA,"97AS","SPM493","DLA AVIATION",225764.146917719
NA,"97AS","SPM4A0","DLA AVIATION",13759.0247676745
NA,"97AS","SPM4A1","DLA AVIATION",24426157.0385143
NA,"97AS","SPM4A2","DLA AVIATION",325861.947540496
NA,"97AS","SPM4A4","DLA AVIATION",765731.367010031
NA,"97AS","SPM4A5","DLA AVIATION",8149603.11898116
NA,"97AS","SPM4A6","DLA AVIATION",6932816.97307076
NA,"97AS","SPM4A7","DLA AVIATION",23491113.6217768
NA,"97AS","SPM4AC","DLA AVIATION",3643.23804523734
NA,"97AS","SPM4AG","DLA AVIATION",5048.01068048037
NA,"97AS","SPM4AX","DLA AVIATION",307019.074196933
NA,"97AS","SPM4L1","DLA LAND",0
NA,"97AS","SPM4L1",NA,0
NA,"97AS","SPM5A1",NA,58646.3559761791
NA,"97AS","SPM5A7","DLA AVIATION",23162.1832918031
NA,"97AS","SPM5A8","DLA AVIATION",127605.207615486
NA,"97AS","SPM5L4","DLA TRP SUPT C&E",104572.593087011
NA,"97AS","SPM5M2",NA,70955.3884924191
NA,"97AS","SPM700","DLA LAND",49285.6017745945
NA,"97AS","SPM740","DLA LAND",1408936.62192707
NA,"97AS","SPM750","DLA LAND",10656.441834873
NA,"97AS","SPM7AX","DLA AVIATION",135677.341570872
NA,"97AS","SPM7L1","DLA LAND",993420.787961032
NA,"97AS","SPM7L3","DLA LAND",149220.811032282
NA,"97AS","SPM7L4","DLA LAND",10250.0670771598
NA,"97AS","SPM7L5","DLA LAND",102230.932164305
NA,"97AS","SPM7LA","DLA LAND",854510.705745105
NA,"97AS","SPM7LX","DLA LAND",13081.7335048192
NA,"97AS","SPM7M0","DLA MARITIME",314284.348126135
NA,"97AS","SPM7M1","DLA MARITIME",564173.987107442
NA,"97AS","SPM7M2","DLA MARITIME",57024.3906388717
NA,"97AS","SPM7M3","DLA MARITIME",377298.349324345
NA,"97AS","SPM7M4","DLA MARITIME",1346623.46994868
NA,"97AS","SPM7MB","DLA MARITIME",63403.8853860445
NA,"97AS","SPM7MC","DLA MARITIME",2529417.83974868
NA,"97AS","SPM7MX","DLA MARITIME",48287.9222969624
NA,"97AS","SPMHA6","DLA AVIATION",16712.0146737237
NA,"97AS","SPMTA6","DLA AVIATION",574496.1176216
NA,"97AS","SPRBL1","DLA LAND",0
NA,"97AS","SPRDL1","DLA LAND",0
NA,"97AS","SPRMM1","DLA MARITIME",269349.901003693
NA,"97AS","SPRPA1","DLA AVIATION",486050.972064086
NA,"97AS","SPRRA1","DLA AVIATION",0
NA,"97AS","SPRTA1","DLA AVIATION",-1256039.44447256
NA,"97F1","HQ0516",NA,15571.7179762385
NA,"97F5","H91268",NA,319517.31307323
NA,"97F5","HQ0034",NA,2179999.9991934
NA,"97ZS","H92222",NA,8069840.36632259
NA,"97ZS","H92240",NA,133302.147889613
NA,"97ZS","H92241",NA,45129018.1839073
NA,"97ZS","H92243",NA,26782.393669683
