FYDP Year,Type,Force,Program Number,Program Name,Project Number,Project Name,2014,2015,2016,2017,2018,2019,2020
2016,RDT&E,Air Force,0602102F,Materials,624347,"Materials for Structures, Propulsion, and Subsystems",53.49,34.776,47.165,46.057,46.358,45.786,46.205
2016,RDT&E,Air Force,0602203F,Aerospace Propulsion,623012,Advanced Propulsion Technology,21.81,17.646,19.67,22.471,23.223,23.847,24.298
2016,RDT&E,Air Force,0602203F,Aerospace Propulsion,623048,Combustion and Mechanical Systems,12.94,12.008,11.652,11.873,12.192,12.415,12.664
2016,RDT&E,Air Force,0602203F,Aerospace Propulsion,623066,Turbine Engine Technology,75.74,57.245,63.712,51.687,54.771,55.249,55.341
2016,RDT&E,Air Force,0602203F,Aerospace Propulsion,625330,Aerospace Fuel Technology,5.21,4.971,4.847,4.992,5.136,5.216,5.319
2016,RDT&E,Air Force,0603216F,Aerospace Propulsion and Power Technology,632480,Aerospace Fuels,2.38,2.274,2.27,2.262,2.302,2.343,2.389
2016,RDT&E,Air Force,0603216F,Aerospace Propulsion and Power Technology,634921,Aircraft Propulsion Subsystems Int,67.88,53.651,77.889,19.757,17.902,23.284,25.647
2016,RDT&E,Air Force,0603216F,Aerospace Propulsion and Power Technology,63681B,Advanced Turbine Engine Gas Generator,31.65,9.061,24.356,15.387,16.405,21.815,23.479
2016,RDT&E,Air Force,0207268F,Aircraft Engine Component Improvement Program,671012,Aircraft Engine Component Improvement Program,70.07,78.69,72.603,79.073,77.489,114.907,118.848
2016,RDT&E,Air Force,0207268F,Aircraft Engine Component Improvement Program,675365,F-35,16.4,15.487,31.339,31.881,32.492,33.106,33.698
2016,RDT&E,Navy,0604214N,AV-8B Aircraft - Engine Dev,652,AV-8B,30.29,25.372,39.878,22.315,21.105,19.531,17.84
2016,RDT&E,Navy,0205633N,Aviation Improvements,1355,Propulsion and Power Component Improvement Program,59.04,60.251,87.008,95.416,109.427,110.667,112.967
2016,RDT&E,Army,0601102A,Defense Research Sciences,F20,Adv Propulsion Rsch,4.2,4.107,4.161,4.22,4.29,4.368,4.452
2016,RDT&E,Army,0602211A,Aviation Technology,47B,Veh Prop & Struct Tech,6.68,8.021,8.507,9.755,10.434,10.697,10.908
2016,RDT&E,Army,0603003A,Aviation Advanced Technology,447,ACFT Demo Engines,8.03,8.25,8.216,4.947,6.091,6.145,6.268
2016,RDT&E,Army,0607139A,Improved Turbine Engine Program,ES6,Improved Turbine Engine Program,0,49.328,51.164,99.728,169.765,171.555,178.608
2016,RDT&E,Army,0203752A,Aircraft Engine Component Improvement Program,106,A/C Compon Improv Prog,0.31,0.381,0.364,0.325,0.145,0.148,0.146
2016,RDT&E,Air Force,0604858F,Tech Transition Program,645351,Advanced Engine Development/Transition Prioritization,48.194,79.004,246.514,288.148,416.547,525.555,598.93
