"2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
8434721635.59334,8837189293.15916,9958015639.25022,12052076093.1558,9897649325.02036,11338182584.2591,9606033557.0344,10744456041.7032,10022185047.1521,12066398642.2921,11180202263.7738,10549768607.4967,9638687364.61862,9230263281.14033,8596121487.62327,8317126954.39697,9549190759.56126,8079474983.49786,11948115707.0112,13478936734.3804,11668867237.1235,8248862276.0937
